Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_090084_19961129_20170101_01_T1,LT50900841996334ASA00,1996/11/29,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/01,1996:334:23:11:33.8346300,1996:334:23:12:00.8529400,ASA,DAY,1,2,159,4,4.532,3.317,3.088,N,,9,N,LPGS_12.8.2,FULL,53.18445601,79.98572793,TM_L1TP,TM,PREDICTIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19961001_19961231_01.03,34°36'13.10"S,149°47'46.72"E,33°39'58.82"S,149°02'07.44"E,33°57'09.86"S,151°00'13.93"E,35°14'36.38"S,148°34'15.10"E,35°32'06.72"S,150°34'32.23"E,-34.60364,149.79631,-33.66634,149.0354,-33.95274,151.00387,-35.24344,148.57086,-35.5352,150.57562,LT05_L1TP_090084_19961129_20170101_01_T1,LT50900841996334ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996334ASA00
LT05_L1TP_090084_19961113_20170102_01_T1,LT50900841996318ASA00,1996/11/13,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/02,1996:318:23:10:48.1276300,1996:318:23:11:15.1449400,ASA,DAY,32,31,158,4,4.517,3.319,3.064,N,,9,N,LPGS_12.8.2,FULL,52.09144256,74.49383164,TM_L1TP,TM,PREDICTIVE,7311,8071,7311,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19961001_19961231_01.03,34°36'11.02"S,149°47'39.77"E,33°39'56.74"S,149°02'00.53"E,33°57'07.78"S,151°00'06.98"E,35°14'34.30"S,148°34'08.18"E,35°32'04.60"S,150°34'25.25"E,-34.60306,149.79438,-33.66576,149.03348,-33.95216,151.00194,-35.24286,148.56894,-35.53461,150.57368,LT05_L1TP_090084_19961113_20170102_01_T1,LT50900841996318ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996318ASA00
LT05_L1TP_090084_19961028_20170102_01_T1,LT50900841996302ASA00,1996/10/28,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/02,1996:302:23:10:03.1171300,1996:302:23:10:30.1330600,ASA,DAY,0,0,161,4,4.419,3.222,3.024,N,,9,N,LPGS_12.8.2,FULL,49.28072833,68.40680239,TM_L1TP,TM,PREDICTIVE,7301,8061,7301,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19961001_19961231_01.03,34°35'55.03"S,149°47'08.41"E,33°39'40.79"S,149°01'29.28"E,33°56'51.79"S,150°59'35.38"E,35°14'18.35"S,148°33'37.08"E,35°31'48.61"S,150°33'53.78"E,-34.59862,149.78567,-33.66133,149.0248,-33.94772,150.99316,-35.23843,148.5603,-35.53017,150.56494,LT05_L1TP_090084_19961028_20170102_01_T1,LT50900841996302ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996302ASA00
LT05_L1TP_090084_19961012_20170103_01_T1,LT50900841996286ASA00,1996/10/12,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/03,1996:286:23:09:15.6360000,1996:286:23:09:42.6503800,ASA,DAY,0,0,210,4,4.438,3.205,3.07,N,,9,N,LPGS_12.8.2,FULL,44.98089675,62.81810138,TM_L1TP,TM,PREDICTIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19961001_19961231_01.03,34°35'51.90"S,149°46'52.21"E,33°39'37.66"S,149°01'13.12"E,33°56'48.62"S,150°59'19.14"E,35°14'15.22"S,148°33'20.92"E,35°31'45.48"S,150°33'37.55"E,-34.59775,149.78117,-33.66046,149.02031,-33.94684,150.98865,-35.23756,148.55581,-35.5293,150.56043,LT05_L1TP_090084_19961012_20170103_01_T1,LT50900841996286ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996286ASA00
LT05_L1TP_090084_19960926_20170103_01_T1,LT50900841996270ASA00,1996/09/26,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/03,1996:270:23:08:25.9571300,1996:270:23:08:52.9701900,ASA,DAY,11,12,144,4,3.936,2.769,2.797,N,,9,N,LPGS_12.8.2,FULL,39.70607853,58.14765678,TM_L1TP,TM,PREDICTIVE,7311,8091,7311,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960701_19960930_01.03,34°36'18.50"S,149°46'44.76"E,33°40'04.22"S,149°01'05.45"E,33°57'15.30"S,150°59'12.08"E,35°14'41.78"S,148°33'13.03"E,35°32'12.12"S,150°33'30.31"E,-34.60514,149.7791,-33.66784,149.01818,-33.95425,150.98669,-35.24494,148.55362,-35.5367,150.55842,LT05_L1TP_090084_19960926_20170103_01_T1,LT50900841996270ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996270ASA00
LT05_L1TP_090084_19960910_20170103_01_T1,LT50900841996254ASA00,1996/09/10,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/03,1996:254:23:07:33.9151900,1996:254:23:08:00.9269400,ASA,DAY,8,8,149,4,4.252,2.829,3.174,N,,9,N,LPGS_12.8.2,FULL,34.08541083,54.32258067,TM_L1TP,TM,PREDICTIVE,7311,8101,7311,8101,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960701_19960930_01.03,34°36'15.08"S,149°47'00.53"E,33°40'00.80"S,149°01'21.25"E,33°57'11.88"S,150°59'27.78"E,35°14'38.36"S,148°33'28.87"E,35°32'08.70"S,150°33'46.04"E,-34.60419,149.78348,-33.66689,149.02257,-33.9533,150.99105,-35.24399,148.55802,-35.53575,150.56279,LT05_L1TP_090084_19960910_20170103_01_T1,LT50900841996254ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996254ASA00
LT05_L1TP_090084_19960825_20170103_01_T1,LT50900841996238ASA00,1996/08/25,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/03,1996:238:23:06:40.1148100,1996:238:23:07:07.1250600,ASA,DAY,1,1,201,4,4.192,2.903,3.024,N,,9,N,LPGS_12.8.2,FULL,28.70406063,51.10738876,TM_L1TP,TM,PREDICTIVE,7311,8091,7311,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960701_19960930_01.03,34°36'00.65"S,149°47'28.75"E,33°39'46.37"S,149°01'49.58"E,33°56'57.41"S,150°59'55.79"E,35°14'23.96"S,148°33'57.31"E,35°31'54.23"S,150°34'14.16"E,-34.60018,149.79132,-33.66288,149.03044,-33.94928,150.99883,-35.23999,148.56592,-35.53173,150.5706,LT05_L1TP_090084_19960825_20170103_01_T1,LT50900841996238ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996238ASA00
LT05_L1TP_090084_19960724_20170103_01_T1,LT50900841996206ASA00,1996/07/24,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/03,1996:206:23:04:58.5730600,1996:206:23:05:25.5801900,ASA,DAY,4,4,154,4,4.699,3.311,3.334,N,,9,N,LPGS_12.8.2,FULL,20.59808645,45.91740825,TM_L1TP,TM,PREDICTIVE,7301,8071,7301,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960701_19960930_01.03,34°36'07.63"S,149°46'05.74"E,33°39'53.35"S,149°00'26.53"E,33°57'04.39"S,150°58'32.88"E,35°14'30.91"S,148°32'34.19"E,35°32'01.21"S,150°32'51.22"E,-34.60212,149.76826,-33.66482,149.00737,-33.95122,150.9758,-35.24192,148.54283,-35.53367,150.54756,LT05_L1TP_090084_19960724_20170103_01_T1,LT50900841996206ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996206ASA00
LT05_L1TP_090084_19960708_20170104_01_T1,LT50900841996190ASA00,1996/07/08,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/04,1996:190:23:04:07.1404400,1996:190:23:04:34.1466900,ASA,DAY,20,20,135,4,5.972,4.636,3.764,N,,9,N,LPGS_12.8.2,FULL,18.54841871,44.04529454,TM_L1TP,TM,PREDICTIVE,7301,8061,7301,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960701_19960930_01.03,34°35'38.94"S,149°45'24.08"E,33°39'24.70"S,148°59'45.06"E,33°56'35.66"S,150°57'50.80"E,35°14'02.29"S,148°31'53.00"E,35°31'32.48"S,150°32'09.31"E,-34.59415,149.75669,-33.65686,148.99585,-33.94324,150.96411,-35.23397,148.53139,-35.52569,150.53592,LT05_L1TP_090084_19960708_20170104_01_T1,LT50900841996190ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996190ASA00
LT05_L1GS_090084_19960622_20170104_01_T2,LT50900841996174ASA00,1996/06/22,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/04,1996:174:23:03:17.5906300,1996:174:23:03:44.5953800,ASA,DAY,0,0,-1,-1,,,,N,,7,N,LPGS_12.8.2,FULL,18.00093639,42.94783438,TM_L1GS,TM,PREDICTIVE,7311,8071,7311,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960401_19960630_01.03,34°35'36.31"S,149°43'59.59"E,33°39'22.07"S,148°58'20.60"E,33°56'33.04"S,150°56'26.27"E,35°13'59.66"S,148°30'28.55"E,35°31'29.86"S,150°30'44.82"E,-34.59342,149.73322,-33.65613,148.97239,-33.94251,150.94063,-35.23324,148.50793,-35.52496,150.51245,LT05_L1GS_090084_19960622_20170104_01_T2,LT50900841996174ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996174ASA00
LT05_L1TP_090084_19960606_20170104_01_T1,LT50900841996158ASA00,1996/06/06,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/04,1996:158:23:02:26.1421900,1996:158:23:02:53.1456900,ASA,DAY,66,65,99,4,4.769,3.281,3.461,N,,9,N,LPGS_12.8.2,FULL,18.87480353,42.91567005,TM_L1TP,TM,PREDICTIVE,7301,8081,7301,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960401_19960630_01.03,34°35'31.27"S,149°42'54.94"E,33°39'17.03"S,148°57'15.98"E,33°56'27.96"S,150°55'21.54"E,35°13'54.66"S,148°29'23.96"E,35°31'24.82"S,150°29'40.13"E,-34.59202,149.71526,-33.65473,148.95444,-33.9411,150.92265,-35.23185,148.48999,-35.52356,150.49448,LT05_L1TP_090084_19960606_20170104_01_T1,LT50900841996158ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996158ASA00
LT05_L1TP_090084_19960521_20170104_01_T1,LT50900841996142ASA00,1996/05/21,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/04,1996:142:23:01:32.6720000,1996:142:23:01:59.6745600,ASA,DAY,13,14,156,4,5.264,4.048,3.365,N,,9,N,LPGS_12.8.3,FULL,20.92557044,44.21137921,TM_L1TP,TM,PREDICTIVE,7301,8091,7301,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960401_19960630_01.03,34°35'09.49"S,149°42'13.64"E,33°38'55.28"S,148°56'34.84"E,33°56'06.14"S,150°54'39.92"E,35°13'32.92"S,148°28'43.03"E,35°31'03.00"S,150°28'58.66"E,-34.58597,149.70379,-33.64869,148.94301,-33.93504,150.91109,-35.22581,148.47862,-35.5175,150.48296,LT05_L1TP_090084_19960521_20170104_01_T1,LT50900841996142ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996142ASA00
LT05_L1GS_090084_19960505_20170104_01_T2,LT50900841996126ASA00,1996/05/05,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/04,1996:126:23:00:37.2939400,1996:126:23:01:04.2953100,ASA,DAY,81,82,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,23.80041557,46.98266597,TM_L1GS,TM,PREDICTIVE,7301,8091,7301,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960401_19960630_01.03,34°35'20.90"S,149°41'43.69"E,33°39'06.70"S,148°56'04.81"E,33°56'17.59"S,150°54'10.15"E,35°13'44.29"S,148°28'12.90"E,35°31'14.45"S,150°28'28.78"E,-34.58914,149.69547,-33.65186,148.93467,-33.93822,150.90282,-35.22897,148.47025,-35.52068,150.47466,LT05_L1GS_090084_19960505_20170104_01_T2,LT50900841996126ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996126ASA00
LT05_L1TP_090084_19960419_20170105_01_T1,LT50900841996110ASA00,1996/04/19,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/05,1996:110:22:59:39.8633800,1996:110:23:00:06.8640000,ASA,DAY,2,2,199,4,4.42,2.982,3.263,N,,9,N,LPGS_12.8.3,FULL,27.13977755,51.23016256,TM_L1TP,TM,PREDICTIVE,7301,8081,7301,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960401_19960630_01.03,34°34'55.56"S,149°41'40.52"E,33°38'41.39"S,148°56'01.82"E,33°55'52.18"S,150°54'06.59"E,35°13'19.02"S,148°28'10.13"E,35°30'49.07"S,150°28'25.43"E,-34.5821,149.69459,-33.64483,148.93384,-33.93116,150.90183,-35.22195,148.46948,-35.51363,150.47373,LT05_L1TP_090084_19960419_20170105_01_T1,LT50900841996110ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996110ASA00
LT05_L1TP_090084_19960403_20170105_01_T1,LT50900841996094ASA00,1996/04/03,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/05,1996:094:22:58:40.8095600,1996:094:22:59:07.8088100,ASA,DAY,45,45,136,4,4.129,2.838,2.999,N,,9,N,LPGS_12.8.3,FULL,30.59501963,56.77174608,TM_L1TP,TM,PREDICTIVE,7291,8071,7291,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960401_19960630_01.03,34°35'13.56"S,149°41'35.92"E,33°38'59.35"S,148°55'57.07"E,33°56'10.21"S,150°54'02.23"E,35°13'36.98"S,148°28'05.23"E,35°31'07.10"S,150°28'20.96"E,-34.5871,149.69331,-33.64982,148.93252,-33.93617,150.90062,-35.22694,148.46812,-35.51864,150.47249,LT05_L1TP_090084_19960403_20170105_01_T1,LT50900841996094ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996094ASA00
LT05_L1TP_090084_19960318_20170105_01_T1,LT50900841996078ASA00,1996/03/18,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/05,1996:078:22:57:40.0134400,1996:078:22:58:07.0115000,ASA,DAY,3,3,158,4,4.454,2.879,3.399,N,,9,N,LPGS_12.8.3,FULL,33.94144112,63.24946952,TM_L1TP,TM,PREDICTIVE,7301,8061,7301,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960101_19960331_01.03,34°34'53.62"S,149°41'46.39"E,33°38'39.44"S,148°56'07.69"E,33°55'50.23"S,150°54'12.42"E,35°13'17.08"S,148°28'16.03"E,35°30'47.12"S,150°28'31.26"E,-34.58156,149.69622,-33.64429,148.93547,-33.93062,150.90345,-35.22141,148.47112,-35.51309,150.47535,LT05_L1TP_090084_19960318_20170105_01_T1,LT50900841996078ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996078ASA00
LT05_L1TP_090084_19960302_20170106_01_T1,LT50900841996062ASA00,1996/03/02,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/06,1996:062:22:56:37.5793100,1996:062:22:57:04.5750600,ASA,DAY,33,33,37,4,4.505,3.324,3.04,N,,9,N,LPGS_12.8.3,FULL,37.05501573,70.1166888,TM_L1TP,TM,PREDICTIVE,7301,8071,7301,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960101_19960331_01.03,34°34'57.00"S,149°41'56.51"E,33°38'42.83"S,148°56'17.77"E,33°55'53.65"S,150°54'22.57"E,35°13'20.46"S,148°28'26.11"E,35°30'50.51"S,150°28'41.41"E,-34.5825,149.69903,-33.64523,148.93827,-33.93157,150.90627,-35.22235,148.47392,-35.51403,150.47817,LT05_L1TP_090084_19960302_20170106_01_T1,LT50900841996062ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996062ASA00
LT05_L1TP_090084_19960215_20170105_01_T1,LT50900841996046ASA00,1996/02/15,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/05,1996:046:22:55:33.5161300,1996:046:22:56:00.5077500,ASA,DAY,71,71,64,4,7.332,5.236,5.132,N,,9,N,LPGS_12.8.3,FULL,39.92837462,76.71512919,TM_L1TP,TM,PREDICTIVE,7301,8081,7301,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960101_19960331_01.03,34°35'05.17"S,149°42'11.66"E,33°38'50.96"S,148°56'32.89"E,33°56'01.82"S,150°54'37.87"E,35°13'28.60"S,148°28'41.12"E,35°30'58.68"S,150°28'56.64"E,-34.58477,149.70324,-33.64749,148.94247,-33.93384,150.91052,-35.22461,148.47809,-35.5163,150.4824,LT05_L1TP_090084_19960215_20170105_01_T1,LT50900841996046ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996046ASA00
LT05_L1TP_090084_19960130_20170106_01_T1,LT50900841996030ASA00,1996/01/30,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/06,1996:030:22:54:27.7429400,1996:030:22:54:54.7340600,ASA,DAY,35,36,87,4,4.814,3.523,3.28,N,,9,N,LPGS_12.8.3,FULL,42.60065418,82.30843136,TM_L1TP,TM,PREDICTIVE,7301,8091,7301,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960101_19960331_01.03,34°35'23.24"S,149°42'31.82"E,33°39'09.04"S,148°56'52.91"E,33°56'19.93"S,150°54'58.28"E,35°13'46.63"S,148°29'01.00"E,35°31'16.79"S,150°29'16.94"E,-34.58979,149.70884,-33.65251,148.94803,-33.93887,150.91619,-35.22962,148.48361,-35.52133,150.48804,LT05_L1TP_090084_19960130_20170106_01_T1,LT50900841996030ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996030ASA00
LT05_L1TP_090084_19960114_20170106_01_T1,LT50900841996014ASA00,1996/01/14,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/06,1996:014:22:53:20.2276900,1996:014:22:53:47.2180000,ASA,DAY,4,4,136,4,4.623,3.411,3.12,N,,9,N,LPGS_12.8.3,FULL,45.0589542,86.19148021,TM_L1TP,TM,DEFINITIVE,7311,8091,7311,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19960101_19960331_01.03,34°35'19.72"S,149°43'05.52"E,33°39'05.51"S,148°57'26.64"E,33°56'16.40"S,150°55'31.94"E,35°13'43.10"S,148°29'34.76"E,35°31'13.26"S,150°29'50.60"E,-34.58881,149.7182,-33.65153,148.9574,-33.93789,150.92554,-35.22864,148.49299,-35.52035,150.49739,LT05_L1TP_090084_19960114_20170106_01_T1,LT50900841996014ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841996014ASA00
LT05_L1TP_090084_19951229_20170106_01_T1,LT50900841995363ASA00,1995/12/29,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/06,1995:363:22:52:12.1060600,1995:363:22:52:39.0952500,ASA,DAY,38,39,32,4,5.642,4.596,3.272,N,,9,N,LPGS_12.8.3,FULL,47.13755872,87.75117776,TM_L1TP,TM,DEFINITIVE,7301,8081,7301,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19951208_19951231_01.03,34°35'17.56"S,149°43'31.87"E,33°39'03.35"S,148°57'52.99"E,33°56'14.24"S,150°55'58.26"E,35°13'40.98"S,148°30'01.15"E,35°31'11.10"S,150°30'16.96"E,-34.58821,149.72552,-33.65093,148.96472,-33.93729,150.93285,-35.22805,148.50032,-35.51975,150.50471,LT05_L1TP_090084_19951229_20170106_01_T1,LT50900841995363ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995363ASA00
LT05_L1TP_090084_19951213_20170105_01_T1,LT50900841995347ASA00,1995/12/13,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/05,1995:347:22:51:01.3661300,1995:347:22:51:28.3544400,ASA,DAY,90,89,135,4,4.895,3.519,3.402,N,,9,N,LPGS_12.8.3,FULL,48.50330065,86.64685208,TM_L1TP,TM,PREDICTIVE,7301,8081,7301,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19951208_19951231_01.03,34°35'40.42"S,149°44'17.59"E,33°39'26.17"S,148°58'38.57"E,33°56'37.14"S,150°56'44.34"E,35°14'03.77"S,148°30'46.48"E,35°31'33.96"S,150°31'02.86"E,-34.59456,149.73822,-33.65727,148.97738,-33.94365,150.94565,-35.23438,148.51291,-35.5261,150.51746,LT05_L1TP_090084_19951213_20170105_01_T1,LT50900841995347ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995347ASA00
LT05_L1TP_090084_19951127_20170106_01_T1,LT50900841995331ASA00,1995/11/27,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/06,1995:331:22:49:55.0068800,1995:331:22:50:21.9938100,ASA,DAY,52,53,86,4,3.782,2.833,2.506,N,,9,N,LPGS_12.8.3,FULL,48.74075668,83.04276466,TM_L1TP,TM,PREDICTIVE,7291,8061,7291,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19951001_19951207_01.03,34°36'09.04"S,149°47'43.91"E,33°39'54.76"S,149°02'04.67"E,33°57'05.80"S,151°00'11.09"E,35°14'32.32"S,148°34'12.36"E,35°32'02.62"S,150°34'29.39"E,-34.60251,149.79553,-33.66521,149.03463,-33.95161,151.00308,-35.24231,148.5701,-35.53406,150.57483,LT05_L1TP_090084_19951127_20170106_01_T1,LT50900841995331ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995331ASA00
LT05_L1TP_090084_19951111_20170106_01_T2,LT50900841995315ASA00,1995/11/11,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/06,1995:315:22:49:30.9275000,1995:315:22:49:57.9137500,ASA,DAY,74,74,34,4,22.635,22.414,3.153,N,,9,N,LPGS_12.8.3,FULL,47.54215262,77.67584901,TM_L1TP,TM,PREDICTIVE,7291,8051,7291,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19951001_19951207_01.03,34°36'54.00"S,149°49'59.23"E,33°40'39.65"S,149°04'19.67"E,33°57'50.87"S,151°02'27.10"E,35°15'17.17"S,148°36'26.96"E,35°32'47.65"S,150°36'45.07"E,-34.615,149.83312,-33.67768,149.07213,-33.96413,151.04086,-35.25477,148.60749,-35.54657,150.61252,LT05_L1TP_090084_19951111_20170106_01_T2,LT50900841995315ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995315ASA00
LT05_L1TP_090084_19951026_20170106_01_T1,LT50900841995299ASA00,1995/10/26,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/06,1995:299:22:49:47.0709400,1995:299:22:50:14.0557500,ASA,DAY,54,55,58,4,4.701,3.185,3.458,N,,9,N,LPGS_12.8.3,FULL,44.81123386,71.67907448,TM_L1TP,TM,PREDICTIVE,7281,8041,7281,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19951001_19951207_01.03,34°37'18.55"S,149°52'32.81"E,33°41'04.16"S,149°06'53.10"E,33°58'15.46"S,151°05'01.03"E,35°15'41.69"S,148°39'00.14"E,35°33'12.24"S,150°39'18.83"E,-34.62182,149.87578,-33.68449,149.11475,-33.97096,151.08362,-35.26158,148.65004,-35.5534,150.65523,LT05_L1TP_090084_19951026_20170106_01_T1,LT50900841995299ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995299ASA00
LT05_L1TP_090084_19951010_20170107_01_T1,LT50900841995283ASA00,1995/10/10,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/07,1995:283:22:50:40.8106300,1995:283:22:51:07.7942500,ASA,DAY,14,15,116,4,4.4,3.116,3.106,N,,9,N,LPGS_12.8.3,FULL,40.76890148,65.98920781,TM_L1TP,TM,DEFINITIVE,7271,8031,7271,8031,UTM,55,WGS84,WGS84,30,30,LT05CPF_19951001_19951207_01.03,34°36'56.05"S,149°52'06.13"E,33°40'41.70"S,149°06'26.57"E,33°57'52.92"S,151°04'34.03"E,35°15'19.22"S,148°38'33.83"E,35°32'49.70"S,150°38'51.97"E,-34.61557,149.86837,-33.67825,149.10738,-33.9647,151.07612,-35.25534,148.64273,-35.54714,150.64777,LT05_L1TP_090084_19951010_20170107_01_T1,LT50900841995283ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995283ASA00
LT05_L1GS_090084_19950924_20170107_01_T2,LT50900841995267ASA00,1995/09/24,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/07,1995:267:22:51:31.9171900,1995:267:22:51:58.8993100,ASA,DAY,100,100,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,35.83376369,61.06989265,TM_L1GS,TM,DEFINITIVE,7281,8031,7281,8031,UTM,55,WGS84,WGS84,30,30,LT05CPF_19950701_19950930_01.03,34°36'55.62"S,149°51'52.78"E,33°40'41.27"S,149°06'13.21"E,33°57'52.49"S,151°04'20.64"E,35°15'18.79"S,148°38'20.47"E,35°32'49.27"S,150°38'38.62"E,-34.61545,149.86466,-33.67813,149.10367,-33.96458,151.0724,-35.25522,148.63902,-35.54702,150.64406,LT05_L1GS_090084_19950924_20170107_01_T2,LT50900841995267ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995267ASA00
LT05_L1TP_090084_19950908_20170108_01_T1,LT50900841995251ASA00,1995/09/08,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/08,1995:251:22:52:20.5166900,1995:251:22:52:47.4975000,ASA,DAY,53,55,47,4,4.214,2.957,3.003,N,,9,N,LPGS_12.8.3,FULL,30.61770025,56.88879731,TM_L1TP,TM,DEFINITIVE,7281,8061,7281,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19950701_19950930_01.03,34°37'13.80"S,149°52'09.66"E,33°40'59.41"S,149°06'29.99"E,33°58'10.70"S,151°04'37.81"E,35°15'36.94"S,148°38'37.07"E,35°33'07.49"S,150°38'55.64"E,-34.6205,149.86935,-33.68317,149.10833,-33.96964,151.07717,-35.26026,148.64363,-35.55208,150.64879,LT05_L1TP_090084_19950908_20170108_01_T1,LT50900841995251ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841995251ASA00
